Model inputs
Latitude = 25 deg
Longitude = 26 deg
Lake depth = 27 m
Lake fetch = 2000 m
Extinction coefficient = 1
Initial surface temperature = 8.815 C
Initial mixed layer thickness = 0 m
Initial mean temperature = 8.815 C
Initial bottom temperature = 8.815 C
Initial ice thickness = 0 m
Perpetual-year simulation = Yes

Results from FLAKE simulations.
Step (-),  Date (-),  Mixed-layer temperature (C),  Mean temperature of the water column (C),  Bottom temperature (C),Friction velocity in the surface air layer (m/s),  Friction velocity in the surface layer of lake water (m/s),  Convective velocity scale (m/s), Heat flux through the ice-water or air-water interface (W/m2),Sensible heat flux (W/m2),  Latent heat flux (W/m2),  Radiation flux through the ice-water or air-water interface (W/m2),Long-wave radiation flux from the atmosphere (W/m2), surface long-wave radiation flux (W/m2), Mixed-layer thickness (m),  Shape factor for thermocline (-),Thickness of the upper layer of the sediment (m),   Temperature at the bottom of the upper layer of the sediment (C),Heat flux through the water-bottom sediment interface (W /m2),  Ice thickness (m),  Snow thickness (m),Ice temperature (C), Snow temperature (C)
113,2015-10-29 06:00,22.7798,21.2214,19.2177,0.142421,0.486088E-02,0.00000,-317.236,8.80468,-216.383,609.150,320.843,-430.500,10.5550,0.718282,3.00000,4.00000,5.53924,0.00000,0.00000,0.00000,0.00000
114,2015-10-29 12:00,23.1653,21.2760,19.2177,0.123301,0.420505E-02,0.113979E-01,-352.449,-31.3667,-182.779,167.400,294.444,-432.748,9.00819,0.718231,3.00000,4.00000,5.53924,0.00000,0.00000,0.00000,0.00000
115,2015-10-29 18:00,23.0400,21.2397,19.2204,0.709007E-01,0.241860E-02,0.127407E-01,-303.147,-34.1474,-116.168,0.00000,279.185,-432.016,9.28253,0.718282,3.00000,4.00000,5.54021,0.00000,0.00000,0.00000,0.00000
116,2015-10-30 00:00,22.8480,21.1809,19.2243,0.452070E-01,0.154272E-02,0.119655E-01,-265.288,-20.9793,-103.348,28.5975,289.936,-430.897,9.70660,0.718282,3.00000,4.00000,5.54165,0.00000,0.00000,0.00000,0.00000
117,2015-10-30 06:00,22.7033,21.1347,19.2273,0.991219E-01,0.338359E-02,0.00000,-254.668,5.64456,-150.290,609.150,320.032,-430.055,10.0377,0.718282,3.00000,4.00000,5.54272,0.00000,0.00000,0.00000,0.00000
118,2015-10-30 12:00,23.1080,21.2012,19.2273,0.942286E-01,0.321393E-02,0.106424E-01,-319.781,-27.9719,-150.013,167.400,290.617,-432.413,8.52972,0.718258,3.00000,4.00000,5.54272,0.00000,0.00000,0.00000,0.00000
119,2015-10-30 18:00,22.9980,21.1711,19.2295,0.761640E-01,0.259836E-02,0.125222E-01,-305.063,-35.1623,-116.324,0.00000,278.195,-431.771,8.77696,0.718282,3.00000,4.00000,5.54356,0.00000,0.00000,0.00000,0.00000
120,2015-10-31 00:00,22.7942,21.1120,19.2337,0.458110E-01,0.156350E-02,0.117173E-01,-262.038,-20.1027,-101.901,28.1325,290.549,-430.584,9.23974,0.718282,3.00000,4.00000,5.54508,0.00000,0.00000,0.00000,0.00000
121,2015-10-31 06:00,22.6442,21.0663,19.2368,0.610257E-01,0.208340E-02,0.00000,-185.718,6.57425,-87.5757,606.127,324.995,-429.711,9.59344,0.718282,3.00000,4.00000,5.54620,0.00000,0.00000,0.00000,0.00000
122,2015-10-31 12:00,23.0439,21.1454,19.2368,0.119826,0.408754E-02,0.111382E-01,-354.610,-28.2582,-189.872,167.400,295.559,-432.038,8.25464,0.718273,3.00000,4.00000,5.54620,0.00000,0.00000,0.00000,0.00000
123,2015-10-31 18:00,22.9057,21.1087,19.2397,0.972782E-01,0.331930E-02,0.126412E-01,-322.829,-35.0509,-141.176,0.00000,284.631,-431.233,8.57429,0.718282,3.00000,4.00000,5.54723,0.00000,0.00000,0.00000,0.00000
124,2015-11-01 00:00,22.6855,21.0461,19.2442,0.601856E-01,0.205455E-02,0.113884E-01,-245.531,-15.1057,-95.5377,26.0400,295.064,-429.952,9.09247,0.718282,3.00000,4.00000,5.54889,0.00000,0.00000,0.00000,0.00000
125,2015-11-01 06:00,22.5425,21.0032,19.2471,0.132525,0.452528E-02,0.00000,-258.762,22.2825,-181.762,577.995,329.838,-429.121,9.44191,0.718282,3.00000,4.00000,5.54995,0.00000,0.00000,0.00000,0.00000
126,2015-11-01 12:00,22.9505,21.0630,19.2471,0.140947,0.480893E-02,0.109741E-01,-353.481,-21.7851,-202.206,165.075,302.005,-431.494,7.84049,0.718240,3.00000,4.00000,5.54995,0.00000,0.00000,0.00000,0.00000
127,2015-11-01 18:00,22.8042,21.0260,19.2502,0.147559,0.503601E-02,0.129992E-01,-369.376,-39.3208,-191.066,0.00000,291.653,-430.642,8.19271,0.718282,3.00000,4.00000,5.55108,0.00000,0.00000,0.00000,0.00000
128,2015-11-02 00:00,22.5427,20.9546,19.2556,0.164327,0.561120E-02,0.126059E-01,-336.931,-36.3741,-165.568,26.2725,294.132,-429.122,8.83948,0.718282,3.00000,4.00000,5.55306,0.00000,0.00000,0.00000,0.00000
129,2015-11-02 06:00,22.3368,20.8944,19.2599,0.305945,0.104513E-01,0.00000,-338.412,40.9844,-281.307,585.900,329.838,-427.928,9.37849,0.718282,3.00000,4.00000,5.55460,0.00000,0.00000,0.00000,0.00000
130,2015-11-02 12:00,22.4735,20.9405,19.2599,0.199986,0.682980E-02,0.115429E-01,-361.207,-23.9002,-210.900,158.100,302.314,-428.720,9.06263,0.718054,3.00000,4.00000,5.55460,0.00000,0.00000,0.00000,0.00000
131,2015-11-02 18:00,22.3380,20.9007,19.2631,0.158422,0.541181E-02,0.133289E-01,-354.739,-41.4661,-175.315,0.00000,289.976,-427.935,9.42984,0.718282,3.00000,4.00000,5.55578,0.00000,0.00000,0.00000,0.00000
132,2015-11-03 00:00,22.1188,20.8321,19.2677,0.197882,0.676275E-02,0.130764E-01,-340.871,-46.3528,-158.161,27.9000,290.309,-426.666,10.0360,0.718282,3.00000,4.00000,5.55743,0.00000,0.00000,0.00000,0.00000
133,2015-11-03 06:00,21.9358,20.7714,19.2715,0.308511,0.105474E-01,0.00000,-340.287,32.0802,-271.121,578.925,324.363,-425.610,10.5724,0.718282,3.00000,4.00000,5.55881,0.00000,0.00000,0.00000,0.00000
134,2015-11-03 12:00,22.0805,20.8158,19.2715,0.161883,0.553289E-02,0.112125E-01,-327.265,-25.4619,-173.320,158.100,297.961,-426.445,10.0704,0.718003,3.00000,4.00000,5.55881,0.00000,0.00000,0.00000,0.00000
135,2015-11-03 18:00,21.9783,20.7826,19.2740,0.144457,0.493830E-02,0.134480E-01,-337.633,-42.1507,-155.979,0.00000,286.352,-425.855,10.3790,0.718282,3.00000,4.00000,5.55975,0.00000,0.00000,0.00000,0.00000
136,2015-11-04 00:00,21.7883,20.7172,19.2780,0.129932,0.444346E-02,0.129201E-01,-309.343,-34.2196,-138.564,27.9000,288.200,-424.759,10.9614,0.718282,3.00000,4.00000,5.56118,0.00000,0.00000,0.00000,0.00000
137,2015-11-04 06:00,21.6371,20.6625,19.2811,0.269625,0.922348E-02,0.00000,-337.194,18.3821,-249.647,576.600,317.960,-423.889,11.4507,0.718282,3.00000,4.00000,5.56231,0.00000,0.00000,0.00000,0.00000
138,2015-11-04 12:00,21.8210,20.7071,19.2811,0.142567,0.487522E-02,0.116968E-01,-347.496,-30.1700,-184.904,155.775,292.526,-424.948,10.5085,0.718034,3.00000,4.00000,5.56231,0.00000,0.00000,0.00000,0.00000
139,2015-11-04 18:00,21.7108,20.6695,19.2837,0.776597E-01,0.265624E-02,0.126849E-01,-274.583,-29.0208,-99.8320,0.00000,278.583,-424.313,10.8723,0.718282,3.00000,4.00000,5.56327,0.00000,0.00000,0.00000,0.00000
140,2015-11-05 00:00,21.5626,20.6161,19.2868,0.483140E-01,0.165300E-02,0.118620E-01,-239.558,-17.0467,-87.5609,27.9000,288.510,-423.461,11.3673,0.718282,3.00000,4.00000,5.56438,0.00000,0.00000,0.00000,0.00000
141,2015-11-05 06:00,21.4523,20.5747,19.2890,0.169180,0.578956E-02,0.00000,-323.709,8.69091,-223.862,581.250,314.288,-422.827,11.7516,0.718282,3.00000,4.00000,5.56520,0.00000,0.00000,0.00000,0.00000
142,2015-11-05 12:00,21.7358,20.6227,19.2890,0.106071,0.362783E-02,0.106260E-01,-303.216,-28.2583,-138.354,158.100,287.853,-424.457,9.89727,0.718177,3.00000,4.00000,5.56520,0.00000,0.00000,0.00000,0.00000
143,2015-11-05 18:00,21.6463,20.5940,19.2910,0.620379E-01,0.212219E-02,0.126483E-01,-291.029,-32.2472,-110.290,0.00000,275.451,-423.942,10.2064,0.718282,3.00000,4.00000,5.56593,0.00000,0.00000,0.00000,0.00000
144,2015-11-06 00:00,21.4798,20.5375,19.2944,0.481977E-01,0.164929E-02,0.118166E-01,-249.292,-17.7007,-96.2802,27.9000,287.674,-422.985,10.7924,0.718282,3.00000,4.00000,5.56718,0.00000,0.00000,0.00000,0.00000
145,2015-11-06 06:00,21.3587,20.4943,19.2969,0.130546,0.446829E-02,0.00000,-284.165,12.3842,-191.971,585.900,317.712,-422.290,11.2403,0.718282,3.00000,4.00000,5.56808,0.00000,0.00000,0.00000,0.00000
146,2015-11-06 12:00,21.6502,20.5507,19.2969,0.101229,0.346283E-02,0.107852E-01,-319.725,-27.5681,-155.219,158.100,287.026,-423.964,9.43645,0.718221,3.00000,4.00000,5.56808,0.00000,0.00000,0.00000,0.00000
147,2015-11-06 18:00,21.5462,20.5189,19.2992,0.476753E-01,0.163120E-02,0.127508E-01,-311.826,-37.0908,-122.722,0.00000,271.353,-423.366,9.81483,0.718282,3.00000,4.00000,5.56889,0.00000,0.00000,0.00000,0.00000
148,2015-11-07 00:00,21.3618,20.4584,19.3030,0.205115E-01,0.702054E-03,0.118574E-01,-257.449,-17.8847,-104.414,25.5750,287.157,-422.308,10.5064,0.718282,3.00000,4.00000,5.57029,0.00000,0.00000,0.00000,0.00000
149,2015-11-07 06:00,21.2320,20.4132,19.3057,0.598109E-01,0.204770E-02,0.00000,-180.703,5.96308,-83.1271,578.925,318.025,-421.564,11.0217,0.718282,3.00000,4.00000,5.57126,0.00000,0.00000,0.00000,0.00000
150,2015-11-07 12:00,21.5204,20.4880,19.3057,0.978396E-01,0.334774E-02,0.105768E-01,-309.337,-25.4208,-148.221,158.100,287.523,-423.218,9.47713,0.718269,3.00000,4.00000,5.57126,0.00000,0.00000,0.00000,0.00000
151,2015-11-07 18:00,21.4233,20.4581,19.3077,0.838973E-01,0.287124E-02,0.122850E-01,-279.814,-30.3604,-105.415,0.00000,278.622,-422.661,9.85114,0.718282,3.00000,4.00000,5.57199,0.00000,0.00000,0.00000,0.00000
152,2015-11-08 00:00,21.2581,20.4038,19.3111,0.664899E-01,0.227625E-02,0.112168E-01,-222.340,-15.2197,-74.3638,25.5750,288.957,-421.713,10.5054,0.718282,3.00000,4.00000,5.57324,0.00000,0.00000,0.00000,0.00000
153,2015-11-08 06:00,21.1477,20.3652,19.3134,0.143637,0.491844E-02,0.00000,-237.230,19.1445,-155.748,567.300,320.455,-421.081,10.9655,0.718282,3.00000,4.00000,5.57406,0.00000,0.00000,0.00000,0.00000
154,2015-11-08 12:00,21.4901,20.4270,19.3134,0.136879,0.468382E-02,0.107295E-01,-326.119,-24.7103,-172.283,148.800,293.918,-423.044,8.64025,0.718205,3.00000,4.00000,5.57406,0.00000,0.00000,0.00000,0.00000
155,2015-11-08 18:00,21.3666,20.3922,19.3160,0.920044E-01,0.314904E-02,0.119358E-01,-277.560,-31.2552,-104.303,0.00000,280.334,-422.335,9.13788,0.718282,3.00000,4.00000,5.57503,0.00000,0.00000,0.00000,0.00000
156,2015-11-09 00:00,21.1910,20.3383,19.3197,0.828713E-01,0.283744E-02,0.113977E-01,-246.407,-20.7070,-91.1912,25.5750,286.820,-421.329,9.87139,0.718282,3.00000,4.00000,5.57636,0.00000,0.00000,0.00000,0.00000
157,2015-11-09 06:00,21.0600,20.2951,19.3224,0.243638,0.834412E-02,0.00000,-325.075,24.8332,-248.019,562.650,318.690,-420.579,10.4541,0.718282,3.00000,4.00000,5.57735,0.00000,0.00000,0.00000,0.00000
158,2015-11-09 12:00,21.1882,20.3393,19.3224,0.146456,0.501456E-02,0.112634E-01,-336.393,-28.5344,-177.937,148.800,291.392,-421.313,9.89355,0.718065,3.00000,4.00000,5.57735,0.00000,0.00000,0.00000,0.00000
159,2015-11-09 18:00,21.0745,20.3025,19.3250,0.107817,0.369241E-02,0.129654E-01,-317.525,-40.7058,-132.525,0.00000,276.368,-420.663,10.4132,0.718282,3.00000,4.00000,5.57829,0.00000,0.00000,0.00000,0.00000
160,2015-11-10 00:00,20.8987,20.2410,19.3287,0.119587,0.409694E-02,0.130272E-01,-320.458,-37.4922,-144.084,23.4825,280.776,-419.658,11.2530,0.718282,3.00000,4.00000,5.57963,0.00000,0.00000,0.00000,0.00000
161,2015-11-10 06:00,20.7457,20.1834,19.3318,0.210379,0.720956E-02,0.00000,-309.047,17.5995,-222.669,569.625,314.807,-418.785,12.0496,0.718282,3.00000,4.00000,5.58079,0.00000,0.00000,0.00000,0.00000
162,2015-11-10 12:00,20.9091,20.2319,19.3318,0.142949,0.489718E-02,0.117595E-01,-352.739,-33.2334,-186.974,151.125,287.185,-419.717,10.8569,0.718072,3.00000,4.00000,5.58079,0.00000,0.00000,0.00000,0.00000
163,2015-11-10 18:00,20.7984,20.1925,19.3343,0.874033E-01,0.299495E-02,0.128408E-01,-285.320,-35.3035,-103.964,0.00000,273.033,-419.086,11.4425,0.718282,3.00000,4.00000,5.58170,0.00000,0.00000,0.00000,0.00000
164,2015-11-11 00:00,20.6541,20.1371,19.3373,0.821110E-01,0.281441E-02,0.123492E-01,-258.364,-24.9831,-95.4136,22.7850,280.295,-418.263,12.2402,0.718282,3.00000,4.00000,5.58279,0.00000,0.00000,0.00000,0.00000
165,2015-11-11 06:00,20.5416,20.0911,19.3397,0.146256,0.501415E-02,0.00000,-267.996,16.3380,-182.541,569.625,315.830,-417.623,12.9109,0.718282,3.00000,4.00000,5.58364,0.00000,0.00000,0.00000,0.00000
166,2015-11-11 12:00,20.7821,20.1475,19.3397,0.116135,0.397958E-02,0.105818E-01,-295.202,-25.8737,-138.057,148.800,287.722,-418.993,10.4596,0.718161,3.00000,4.00000,5.58364,0.00000,0.00000,0.00000,0.00000
167,2015-11-11 18:00,20.6977,20.1186,19.3415,0.709289E-01,0.243092E-02,0.121329E-01,-253.067,-28.9979,-79.7127,0.00000,274.155,-418.511,10.9482,0.718282,3.00000,4.00000,5.58431,0.00000,0.00000,0.00000,0.00000
168,2015-11-12 00:00,20.5640,20.0693,19.3443,0.581785E-01,0.199447E-02,0.115175E-01,-221.617,-17.3769,-70.5091,22.0875,284.020,-417.751,11.7527,0.718282,3.00000,4.00000,5.58533,0.00000,0.00000,0.00000,0.00000
169,2015-11-12 06:00,20.4648,20.0302,19.3464,0.123597,0.423795E-02,0.00000,-223.346,16.4943,-140.057,562.650,317.403,-417.186,12.3951,0.718282,3.00000,4.00000,5.58608,0.00000,0.00000,0.00000,0.00000
170,2015-11-12 12:00,20.7253,20.0938,19.3464,0.112576,0.385807E-02,0.101500E-01,-283.924,-22.0213,-132.983,148.800,289.748,-418.669,9.78319,0.718197,3.00000,4.00000,5.58608,0.00000,0.00000,0.00000,0.00000
171,2015-11-12 18:00,20.6418,20.0670,19.3482,0.915627E-01,0.313845E-02,0.120703E-01,-265.804,-30.0305,-96.0972,0.00000,278.517,-418.193,10.2975,0.718282,3.00000,4.00000,5.58673,0.00000,0.00000,0.00000,0.00000
172,2015-11-13 00:00,20.4939,20.0153,19.3513,0.806427E-01,0.276496E-02,0.114182E-01,-224.915,-19.6263,-72.5290,20.9250,284.592,-417.352,11.2551,0.718282,3.00000,4.00000,5.58786,0.00000,0.00000,0.00000,0.00000
173,2015-11-13 06:00,20.3885,19.9754,19.3535,0.150712,0.516848E-02,0.00000,-221.756,24.5308,-149.537,551.025,320.002,-416.753,11.9967,0.718282,3.00000,4.00000,5.58866,0.00000,0.00000,0.00000,0.00000
174,2015-11-13 12:00,20.6057,20.0370,19.3535,0.122968,0.421522E-02,0.992298E-02,-272.358,-18.7786,-128.420,148.800,292.828,-417.987,9.92705,0.718156,3.00000,4.00000,5.58866,0.00000,0.00000,0.00000,0.00000
175,2015-11-13 18:00,20.5302,20.0124,19.3551,0.927420E-01,0.317958E-02,0.120606E-01,-263.393,-28.9458,-96.2689,0.00000,279.380,-417.558,10.4366,0.718282,3.00000,4.00000,5.58926,0.00000,0.00000,0.00000,0.00000
176,2015-11-14 00:00,20.3861,19.9612,19.3582,0.698128E-01,0.239415E-02,0.113375E-01,-218.236,-16.5482,-69.3832,20.9250,284.434,-416.739,11.4629,0.718282,3.00000,4.00000,5.59037,0.00000,0.00000,0.00000,0.00000
177,2015-11-14 06:00,20.2861,19.9225,19.3602,0.00000,0.738462E-04,0.00000,-94.5844,0.528318E-01,-0.324631,537.075,321.859,-416.171,12.2400,0.718282,3.00000,4.00000,5.59113,0.00000,0.00000,0.00000,0.00000
178,2015-11-14 12:00,20.4286,20.0058,19.3602,0.111682,0.382969E-02,0.999865E-02,-246.492,-18.8015,-101.540,139.500,290.830,-416.981,12.1225,0.718282,3.00000,4.00000,5.59113,0.00000,0.00000,0.00000,0.00000
179,2015-11-14 18:00,20.3749,19.9843,19.3613,0.625673E-01,0.214572E-02,0.121136E-01,-224.673,-22.3674,-64.1080,0.00000,278.478,-416.676,12.5148,0.718282,3.00000,4.00000,5.59153,0.00000,0.00000,0.00000,0.00000
180,2015-11-15 00:00,20.2708,19.9405,19.3635,0.107406,0.368422E-02,0.122795E-01,-237.206,-23.7812,-83.1564,18.6000,285.817,-416.085,13.3132,0.718282,3.00000,4.00000,5.59231,0.00000,0.00000,0.00000,0.00000
181,2015-11-15 06:00,20.1754,19.8978,19.3655,0.250198,0.858385E-02,0.00000,-242.712,35.9750,-182.736,541.725,319.593,-415.544,14.1150,0.718282,3.00000,4.00000,5.59304,0.00000,0.00000,0.00000,0.00000
182,2015-11-15 12:00,20.2951,19.9536,19.3655,0.124010,0.425357E-02,0.105261E-01,-256.973,-20.4316,-110.896,137.175,290.577,-416.222,13.1846,0.717787,3.00000,4.00000,5.59304,0.00000,0.00000,0.00000,0.00000
183,2015-11-15 18:00,20.2402,19.9298,19.3669,0.106237,0.364434E-02,0.130161E-01,-257.865,-28.8452,-94.7451,0.00000,281.636,-415.911,13.6390,0.718282,3.00000,4.00000,5.59355,0.00000,0.00000,0.00000,0.00000
184,2015-11-16 00:00,20.1311,19.8796,19.3692,0.147066,0.504604E-02,0.135432E-01,-289.406,-32.2832,-126.986,18.6000,285.156,-415.293,14.5912,0.718282,3.00000,4.00000,5.59438,0.00000,0.00000,0.00000,0.00000
185,2015-11-16 06:00,20.0242,19.8269,19.3714,0.288979,0.991734E-02,0.00000,-314.493,27.9644,-242.449,541.725,314.680,-414.688,15.6417,0.718282,3.00000,4.00000,5.59520,0.00000,0.00000,0.00000,0.00000
186,2015-11-16 12:00,20.1009,19.8691,19.3714,0.131444,0.451029E-02,0.114498E-01,-281.470,-24.4262,-129.942,139.500,288.020,-415.122,15.0436,0.717390,3.00000,4.00000,5.59520,0.00000,0.00000,0.00000,0.00000
187,2015-11-16 18:00,20.0444,19.8410,19.3730,0.985528E-01,0.338205E-02,0.137007E-01,-265.877,-31.0621,-97.3748,0.00000,277.361,-414.802,15.6150,0.718282,3.00000,4.00000,5.59577,0.00000,0.00000,0.00000,0.00000
188,2015-11-17 00:00,19.9463,19.7893,19.3750,0.108804,0.373455E-02,0.137005E-01,-266.913,-28.0644,-106.218,18.6000,281.616,-414.247,16.6718,0.718282,3.00000,4.00000,5.59652,0.00000,0.00000,0.00000,0.00000
189,2015-11-17 06:00,19.8602,19.7410,19.3768,0.182582,0.626800E-02,0.00000,-288.420,18.8069,-205.961,541.725,312.494,-413.761,17.7262,0.718282,3.00000,4.00000,5.59717,0.00000,0.00000,0.00000,0.00000
190,2015-11-17 12:00,19.9690,19.7881,19.3768,0.880260E-01,0.302125E-02,0.104582E-01,-245.185,-19.5065,-95.7954,144.150,284.493,-414.376,15.5091,0.717719,3.00000,4.00000,5.59717,0.00000,0.00000,0.00000,0.00000
191,2015-11-17 18:00,19.9296,19.7678,19.3779,0.659427E-01,0.226348E-02,0.134188E-01,-245.850,-25.5798,-80.3379,0.00000,274.220,-414.153,15.9802,0.718282,3.00000,4.00000,5.59754,0.00000,0.00000,0.00000,0.00000
192,2015-11-18 00:00,19.8412,19.7199,19.3797,0.384178E-01,0.131892E-02,0.125389E-01,-204.672,-13.8127,-61.8768,18.6000,284.671,-413.653,17.1231,0.718282,3.00000,4.00000,5.59822,0.00000,0.00000,0.00000,0.00000
193,2015-11-18 06:00,19.7780,19.6834,19.3810,0.112193,0.385217E-02,0.00000,-203.137,14.6466,-118.678,539.400,314.191,-413.297,18.0429,0.718282,3.00000,4.00000,5.59869,0.00000,0.00000,0.00000,0.00000
194,2015-11-18 12:00,19.9397,19.7464,19.3810,0.840021E-01,0.288331E-02,0.100237E-01,-236.525,-17.2726,-90.6736,139.500,285.631,-414.210,13.9914,0.718035,3.00000,4.00000,5.59869,0.00000,0.00000,0.00000,0.00000
195,2015-11-18 18:00,19.8978,19.7269,19.3820,0.751747E-01,0.258053E-02,0.127953E-01,-234.645,-24.5558,-71.5480,0.00000,275.431,-413.973,14.5450,0.718282,3.00000,4.00000,5.59904,0.00000,0.00000,0.00000,0.00000
196,2015-11-19 00:00,19.8061,19.6811,19.3839,0.588170E-01,0.201939E-02,0.123066E-01,-208.660,-15.3396,-62.8542,18.6000,282.989,-413.455,15.8740,0.718282,3.00000,4.00000,5.59975,0.00000,0.00000,0.00000,0.00000
197,2015-11-19 06:00,19.7372,19.6438,19.3854,0.144070,0.494709E-02,0.00000,-229.389,19.6010,-150.531,532.425,314.607,-413.066,17.0248,0.718282,3.00000,4.00000,5.60027,0.00000,0.00000,0.00000,0.00000
198,2015-11-19 12:00,19.8650,19.7005,19.3854,0.126280,0.433510E-02,0.112368E-01,-283.969,-21.8820,-136.471,139.500,288.172,-413.788,14.1023,0.717913,3.00000,4.00000,5.60027,0.00000,0.00000,0.00000,0.00000
199,2015-11-19 18:00,19.8047,19.6719,19.3867,0.981299E-01,0.336914E-02,0.134466E-01,-264.611,-32.3663,-94.0936,0.00000,275.297,-413.447,15.0576,0.718282,3.00000,4.00000,5.60077,0.00000,0.00000,0.00000,0.00000
200,2015-11-20 00:00,19.7064,19.6204,19.3888,0.705642E-01,0.242319E-02,0.126722E-01,-215.859,-18.1458,-64.9994,18.6000,280.178,-412.893,16.8232,0.718282,3.00000,4.00000,5.60154,0.00000,0.00000,0.00000,0.00000
201,2015-11-20 06:00,19.6397,19.5818,19.3903,0.144607,0.496648E-02,0.00000,-229.963,18.6902,-149.703,532.425,313.566,-412.516,18.2764,0.718282,3.00000,4.00000,5.60206,0.00000,0.00000,0.00000,0.00000
202,2015-11-20 12:00,19.7514,19.6383,19.3903,0.110236,0.378519E-02,0.111219E-01,-269.786,-23.0492,-118.418,139.500,284.829,-413.147,15.2218,0.717741,3.00000,4.00000,5.60206,0.00000,0.00000,0.00000,0.00000
203,2015-11-20 18:00,19.7011,19.6125,19.3914,0.719637E-01,0.247127E-02,0.133123E-01,-239.618,-27.6981,-70.4603,0.00000,271.403,-412.863,16.2412,0.718282,3.00000,4.00000,5.60248,0.00000,0.00000,0.00000,0.00000
204,2015-11-21 00:00,19.6188,19.5658,19.3932,0.582971E-01,0.200228E-02,0.130660E-01,-220.265,-20.2099,-65.2695,18.6000,277.613,-412.399,18.1579,0.718282,3.00000,4.00000,5.60313,0.00000,0.00000,0.00000,0.00000
205,2015-11-21 06:00,19.5564,19.5263,19.3945,0.145818,0.500890E-02,0.00000,-241.919,11.6595,-150.267,532.425,308.736,-412.047,20.0072,0.718282,3.00000,4.00000,5.60362,0.00000,0.00000,0.00000,0.00000
206,2015-11-21 12:00,19.6493,19.5805,19.3945,0.816511E-01,0.280423E-02,0.105794E-01,-239.325,-21.0758,-85.8566,139.500,280.178,-412.571,16.8364,0.717329,3.00000,4.00000,5.60362,0.00000,0.00000,0.00000,0.00000
207,2015-11-21 18:00,19.6142,19.5605,19.3954,0.646563E-01,0.222071E-02,0.136802E-01,-238.958,-27.7481,-69.8673,0.00000,271.030,-412.373,17.7723,0.718282,3.00000,4.00000,5.60394,0.00000,0.00000,0.00000,0.00000
208,2015-11-22 00:00,19.5401,19.5139,19.3970,0.494621E-01,0.169910E-02,0.133724E-01,-214.852,-18.4205,-63.4400,18.6000,278.964,-411.955,20.1181,0.718282,3.00000,4.00000,5.60453,0.00000,0.00000,0.00000,0.00000
209,2015-11-22 06:00,19.4860,19.4754,19.3982,0.813981E-01,0.279644E-02,0.00000,-177.446,7.07984,-82.0515,525.450,309.176,-411.651,22.4874,0.718282,3.00000,4.00000,5.60495,0.00000,0.00000,0.00000,0.00000
210,2015-11-22 12:00,19.5848,19.5406,19.3982,0.921185E-01,0.316412E-02,0.110013E-01,-246.356,-20.4150,-96.7899,139.500,283.056,-412.207,18.0970,0.717503,3.00000,4.00000,5.60495,0.00000,0.00000,0.00000,0.00000
211,2015-11-22 18:00,19.5502,19.5192,19.3990,0.807581E-01,0.277410E-02,0.142524E-01,-249.778,-27.1467,-84.1682,0.00000,273.549,-412.012,19.3052,0.718282,3.00000,4.00000,5.60525,0.00000,0.00000,0.00000,0.00000
212,2015-11-23 00:00,19.4804,19.4706,19.4006,0.718830E-01,0.246958E-02,0.138531E-01,-215.553,-18.5481,-64.6678,18.6000,279.282,-411.619,22.3952,0.718282,3.00000,4.00000,5.60582,0.00000,0.00000,0.00000,0.00000
213,2015-11-23 06:00,19.4330,19.4320,19.4016,0.159088,0.546607E-02,0.00000,-255.377,20.6449,-177.536,530.100,312.867,-411.353,25.8444,0.718282,3.00000,4.00000,5.60620,0.00000,0.00000,0.00000,0.00000
214,2015-11-23 12:00,19.4953,19.4833,19.4016,0.119505,0.410554E-02,0.124963E-01,-275.810,-23.8871,-124.791,139.500,284.572,-411.704,21.8817,0.679833,3.00000,4.00000,5.60620,0.00000,0.00000,0.00000,0.00000
215,2015-11-23 18:00,19.4601,19.4562,19.4030,0.861838E-01,0.296100E-02,0.152771E-01,-245.275,-28.5805,-78.8730,0.00000,273.684,-411.505,24.3531,0.692284,3.00000,4.00000,5.60670,0.00000,0.00000,0.00000,0.00000
